,ID,state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
8750,8751,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Panwar tour and Travels,A/C Seater / Sleeper (2+1),2024-07-17 02:40:00,04h 05m,2024-07-17 06:45:00,1.5,1150.00,42
8751,8752,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Maa Laxmi Bihar Express,Non A/C Seater / Sleeper (2+1),2024-07-17 17:30:00,05h 00m,2024-07-17 22:30:00,1.3,1000.00,33
8752,8753,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),2024-07-17 21:30:00,0-19h 00m,2024-07-17 02:30:00,1.2,1500.00,40
8753,8754,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Panwar tour and Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:45:00,05h 45m,2024-07-17 03:30:00,1.5,2121.00,38
8754,8755,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Kusum Travels and Logistics,NON A/C Sleeper (2+1),2024-07-17 22:30:00,04h 00m,2024-07-17 02:30:00,1.1,2200.00,36
8755,8756,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,United Manjushree tours and Travels,A/C Seater Push Back (2+2),2024-07-17 23:00:00,04h 00m,2024-07-17 03:00:00,1.0,2000.00,45
8756,8757,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0026,Ordinary Non AC Seater 2+3,2024-07-17 01:35:00,04h 55m,2024-07-17 06:30:00,3.3,381.00,52
8757,8758,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0006,Janrath AC Seater 2+3,2024-07-17 06:30:00,05h 15m,2024-07-17 11:45:00,2.6,477.00,47
8758,8759,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - FZG0003,Ordinary Non AC Seater 2+3,2024-07-17 08:00:00,05h 30m,2024-07-17 13:30:00,3.3,381.00,52
8759,8760,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0013,Janrath AC Seater 2+3,2024-07-17 08:31:00,05h 00m,2024-07-17 13:31:00,3.4,477.00,47
8760,8761,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0028,Ordinary Non AC Seater 2+3,2024-07-17 10:30:00,06h 00m,2024-07-17 16:30:00,3.3,381.00,52
8761,8762,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0030,Ordinary Non AC Seater 2+3,2024-07-17 10:45:00,05h 45m,2024-07-17 16:30:00,3.3,381.00,52
8762,8763,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - BLP0049,Ordinary Non AC Seater 2+3,2024-07-17 12:00:00,06h 00m,2024-07-17 18:00:00,3.3,381.00,52
8763,8764,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0017,Janrath AC Seater 2+3,2024-07-17 14:29:00,06h 01m,2024-07-17 20:30:00,3.0,477.00,48
8764,8765,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - LDR0020,Janrath AC Seater 2+2,2024-07-17 16:00:00,05h 15m,2024-07-17 21:15:00,2.5,549.00,36
8765,8766,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0015,Janrath AC Seater 2+3,2024-07-17 20:00:00,05h 15m,2024-07-17 01:15:00,3.3,477.00,48
8766,8767,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0033,Ordinary Non AC Seater 2+3,2024-07-17 22:15:00,05h 30m,2024-07-17 03:45:00,3.3,381.00,52
8767,8768,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - AWD0119,Janrath AC Seater 2+3,2024-07-17 22:30:00,05h 20m,2024-07-17 03:50:00,3.7,477.00,48
8768,8769,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0019,Ordinary Non AC Seater 2+3,2024-07-17 22:55:00,05h 35m,2024-07-17 04:30:00,3.4,381.00,52
8769,8770,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0021,Ordinary Non AC Seater 2+3,2024-07-17 23:35:00,04h 55m,2024-07-17 04:30:00,3.3,381.00,52
8770,8771,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,UPSRTC - JHD0024,Ordinary Non AC Seater 2+3,2024-07-17 23:59:00,05h 16m,2024-07-17 05:15:00,2.0,381.00,52
8771,8772,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 03:20:00,03h 50m,2024-07-17 07:10:00,3.7,924.00,3
8772,8773,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),2024-07-17 18:15:00,05h 15m,2024-07-17 23:30:00,4.2,689.00,32
8773,8774,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),2024-07-17 18:30:00,05h 00m,2024-07-17 23:30:00,3.2,1000.00,24
8774,8775,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kamla Kalpana Travels,A/C Sleeper (2+1),2024-07-17 18:30:00,05h 00m,2024-07-17 23:30:00,3.1,800.00,14
8775,8776,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,NON AC Seater / Sleeper 2+1,2024-07-17 18:30:00,05h 20m,2024-07-17 23:50:00,4.2,900.00,42
8776,8777,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),2024-07-17 19:00:00,04h 57m,2024-07-17 23:57:00,4.2,1000.00,28
8777,8778,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samreen Travels,AC Sleeper (2+1),2024-07-17 19:15:00,05h 00m,2024-07-17 00:15:00,3.7,1300.00,36
8778,8779,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,NON AC Seater / Sleeper 2+1,2024-07-17 20:00:00,05h 28m,2024-07-17 01:28:00,4.2,400.00,36
8779,8780,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),2024-07-17 20:00:00,04h 57m,2024-07-17 00:57:00,4.4,699.00,27
8780,8781,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),2024-07-17 20:00:00,03h 40m,2024-07-17 23:40:00,3.2,1000.00,24
8781,8782,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Hans Travels (I) Private Limited,A/C Sleeper (2+1),2024-07-17 20:00:00,03h 50m,2024-07-17 23:50:00,3.2,1300.00,24
8782,8783,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Jai Shrinath Ji Ki ® Travels,A/C Sleeper (2+1),2024-07-17 21:10:00,04h 20m,2024-07-17 01:30:00,3.2,900.00,20
8783,8784,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),2024-07-17 21:30:00,04h 49m,2024-07-17 02:19:00,4.3,849.00,29
8784,8785,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samreen Travels,AC Sleeper (2+1),2024-07-17 21:30:00,04h 25m,2024-07-17 01:55:00,3.7,900.00,16
8785,8786,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Babu Travels,NON A/C Seater / Sleeper (3+1),2024-07-17 21:30:00,04h 15m,2024-07-17 01:45:00,3.3,700.00,40
8786,8787,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),2024-07-17 22:00:00,04h 20m,2024-07-17 02:20:00,3.9,749.00,25
8787,8788,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 22:00:00,04h 00m,2024-07-17 02:00:00,3.0,899.00,30
8788,8789,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Babu Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 22:00:00,04h 30m,2024-07-17 02:30:00,3.3,800.00,31
8789,8790,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Sanskar Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 23:44:00,04h 01m,2024-07-17 03:45:00,3.0,799.00,38
8790,8791,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Pitambra Travels,NON A/C Sleeper (2+1),2024-07-17 14:30:00,05h 00m,2024-07-17 19:30:00,2.4,1200.00,5
8791,8792,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Pitambra Travels,NON A/C Sleeper (2+1),2024-07-17 17:30:00,04h 30m,2024-07-17 22:00:00,2.4,1199.00,15
8792,8793,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,New Sahara Travels,NON A/C Sleeper (2+1),2024-07-17 17:30:00,06h 15m,2024-07-17 23:45:00,2.7,1205.00,17
8793,8794,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Betwa Tourist Bus service,NON A/C Sleeper (2+1),2024-07-17 19:41:00,03h 50m,2024-07-17 23:31:00,2.1,1000.00,30
8794,8795,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Shatabdi Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:20:00,04h 20m,2024-07-17 01:40:00,2.9,629.00,40
8795,8796,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,ANSH TRAVELS,A/C Seater / Sleeper (2+1),2024-07-17 21:25:00,04h 15m,2024-07-17 01:40:00,1.7,800.00,45
8796,8797,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Rajput Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 23:00:00,06h 30m,2024-07-17 05:30:00,1.6,700.00,34
8797,8798,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,BSS COOL COOL TRAVELS,VE A/C Sleeper (2+1),2024-07-17 00:30:00,05h 30m,2024-07-17 06:00:00,4.1,1700.00,7
8798,8799,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,BSS COOL COOL TRAVELS,VE A/C Sleeper (2+1),2024-07-17 23:05:00,04h 40m,2024-07-17 03:45:00,4.1,5000.00,46
8799,8800,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Hans Travels (I) Private Limited,A/C Sleeper (2+2),2024-07-17 23:13:00,03h 45m,2024-07-17 02:58:00,3.2,1500.00,32
8800,8801,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kamla Kalpana Travels,A/C Sleeper (2+1),2024-07-17 23:55:00,03h 35m,2024-07-17 03:30:00,3.1,1900.00,16
8801,8802,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Shri Amar Shakti Travels,NON A/C Sleeper (2+1),2024-07-17 16:30:00,08h 30m,2024-07-17 01:00:00,0.0,5000.00,10
8802,8803,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Arhaan Travels,AC Sleeper (2+1),2024-07-17 21:10:00,05h 15m,2024-07-17 02:25:00,2.8,1599.00,31
8803,8804,UPSRTC,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Betrwanti Travels,A/C Sleeper (2+1),2024-07-17 23:45:00,03h 55m,2024-07-17 03:40:00,0.0,1900.00,9
8804,8805,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0009,Pink Express AC Seater 2+2,2024-07-17 06:30:00,06h 00m,2024-07-17 12:30:00,2.3,760.00,39
8805,8806,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - UNG0053,Ordinary Non AC Seater 2+3,2024-07-17 07:02:00,06h 00m,2024-07-17 13:02:00,3.3,527.00,52
8806,8807,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0011,Janrath AC Seater 2+2,2024-07-17 07:15:00,06h 00m,2024-07-17 13:15:00,1.6,760.00,36
8807,8808,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0005,Janrath AC Seater 2+2,2024-07-17 08:15:00,06h 00m,2024-07-17 14:15:00,2.6,760.00,36
8808,8809,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - UNG0018,Ordinary Non AC Seater 2+3,2024-07-17 08:40:00,08h 30m,2024-07-17 17:10:00,3.3,597.00,52
8809,8810,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - HDD0067,Ordinary Non AC Seater 2+3,2024-07-17 08:41:00,16h 40m,2024-07-17 01:21:00,3.3,532.00,52
8810,8811,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0046,Janrath AC Seater 2+2,2024-07-17 08:55:00,05h 35m,2024-07-17 14:30:00,3.3,760.00,36
8811,8812,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0080,Pink Express AC Seater 2+2,2024-07-17 10:00:00,06h 00m,2024-07-17 16:00:00,3.2,760.00,41
8812,8813,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0032,Ordinary Non AC Seater 2+3,2024-07-17 10:02:00,06h 58m,2024-07-17 17:00:00,3.3,429.00,51
8813,8814,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0019,Pink Express AC Seater 2+2,2024-07-17 11:00:00,06h 00m,2024-07-17 17:00:00,2.8,760.00,41
8814,8815,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AYD0027,Ordinary Non AC Seater 2+3,2024-07-17 11:20:00,07h 40m,2024-07-17 19:00:00,3.3,527.00,52
8815,8816,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - SLP0012,Ordinary Non AC Seater 2+3,2024-07-17 11:30:00,07h 00m,2024-07-17 18:30:00,3.3,532.00,52
8816,8817,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AYD0021,Ordinary Non AC Seater 2+3,2024-07-17 11:40:00,06h 40m,2024-07-17 18:20:00,3.3,527.00,52
8817,8818,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0009,Janrath AC Seater 2+2,2024-07-17 12:00:00,06h 15m,2024-07-17 18:15:00,3.3,760.00,36
8818,8819,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0013,Pink Express AC Seater 2+2,2024-07-17 13:00:00,06h 00m,2024-07-17 19:00:00,2.9,760.00,41
8819,8820,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0029,Rajdhani Non AC Seater 2+3,2024-07-17 13:25:00,05h 35m,2024-07-17 19:00:00,3.3,527.00,51
8820,8821,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AGF0030,Ordinary Non AC Seater 2+3,2024-07-17 13:50:00,05h 40m,2024-07-17 19:30:00,3.3,527.00,51
8821,8822,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0001,Janrath AC Seater 2+2,2024-07-17 15:00:00,05h 45m,2024-07-17 20:45:00,3.4,760.00,36
8822,8823,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0004,Janrath AC Seater 2+2,2024-07-17 16:01:00,05h 50m,2024-07-17 21:51:00,3.3,760.00,36
8823,8824,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0006,Pink Express AC Seater 2+2,2024-07-17 17:00:00,05h 51m,2024-07-17 22:51:00,2.4,760.00,41
8824,8825,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - CBG0054,Ordinary Non AC Seater 2+3,2024-07-17 18:00:00,06h 45m,2024-07-17 00:45:00,3.3,527.00,52
8825,8826,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0011,Janrath AC Seater 2+2,2024-07-17 18:00:00,06h 15m,2024-07-17 00:15:00,3.6,760.00,36
8826,8827,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0059,Janrath AC Seater 2+2,2024-07-17 20:00:00,06h 43m,2024-07-17 02:43:00,3.3,760.00,36
8827,8828,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0008,Janrath AC Seater 2+2,2024-07-17 20:30:00,05h 30m,2024-07-17 02:00:00,3.3,760.00,36
8828,8829,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0206,Pink Express AC Seater 2+2,2024-07-17 21:45:00,06h 15m,2024-07-17 04:00:00,3.1,760.00,41
8829,8830,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - BDV0066,Janrath AC Seater 2+2,2024-07-17 22:30:00,06h 15m,2024-07-17 04:45:00,3.3,760.00,36
8830,8831,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - BDV0080,Janrath AC Seater 2+2,2024-07-17 22:30:00,05h 00m,2024-07-17 03:30:00,3.3,760.00,36
8831,8832,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - AWD0056,Janrath AC Seater 2+2,2024-07-17 23:15:00,06h 12m,2024-07-17 05:27:00,4.0,760.00,35
8832,8833,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,UPSRTC - TAJ0010,Pink Express AC Seater 2+2,2024-07-17 23:45:00,05h 46m,2024-07-17 05:31:00,3.8,760.00,41
8833,8834,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,RSRTC - 193674,Express Non AC Seater 2+3,2024-07-17 19:40:00,07h 20m,2024-07-17 03:00:00,3.2,548.00,42
8834,8835,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,RSRTC - 177797,A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,05h 30m,2024-07-17 02:30:00,3.2,891.00,34
8835,8836,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 23:00:00,04h 45m,2024-07-17 03:45:00,4.7,612.00,36
8836,8837,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),2024-07-17 14:00:00,04h 00m,2024-07-17 18:00:00,4.0,699.00,36
8837,8838,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),2024-07-17 13:00:00,04h 40m,2024-07-17 17:40:00,4.5,569.00,48
8838,8839,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),2024-07-17 20:00:00,04h 30m,2024-07-17 00:30:00,4.3,750.00,29
8839,8840,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 21:45:00,05h 00m,2024-07-17 02:45:00,4.2,685.00,36
8840,8841,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:45:00,04h 50m,2024-07-17 03:35:00,4.7,594.00,44
8841,8842,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 23:30:00,05h 00m,2024-07-17 04:30:00,4.2,540.00,40
8842,8843,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 21:15:00,05h 00m,2024-07-17 02:15:00,4.7,630.00,42
8843,8844,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),2024-07-17 11:15:00,04h 00m,2024-07-17 15:15:00,4.1,719.00,28
8844,8845,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 13:20:00,04h 40m,2024-07-17 18:00:00,4.4,599.00,37
8845,8846,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Ashok Bus Service,VE A/C Sleeper (2+1),2024-07-17 23:10:00,04h 20m,2024-07-17 03:30:00,4.1,699.00,50
8846,8847,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,05h 00m,2024-07-17 04:45:00,3.9,551.00,42
8847,8848,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 23:55:00,04h 50m,2024-07-17 04:45:00,4.6,563.00,40
8848,8849,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,05h 00m,2024-07-17 02:00:00,3.9,675.00,38
8849,8850,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Goyal Travels,A/C Seater / Sleeper (2+1),2024-07-17 23:25:00,04h 45m,2024-07-17 04:10:00,3.6,799.00,38
8850,8851,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Mahalaxmi Travels,A/C Sleeper (2+1),2024-07-17 17:00:00,05h 15m,2024-07-17 22:15:00,4.3,899.00,23
8851,8852,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 22:50:00,04h 55m,2024-07-17 03:45:00,4.7,1760.00,21
8852,8853,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 19:05:00,05h 25m,2024-07-17 00:30:00,3.5,1139.00,26
8853,8854,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 23:59:00,04h 56m,2024-07-17 04:55:00,4.5,1599.00,36
8854,8855,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,VGO BUS,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,05h 00m,2024-07-17 03:30:00,3.9,999.00,27
8855,8856,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),2024-07-17 18:15:00,04h 35m,2024-07-17 22:50:00,3.9,699.00,14
8856,8857,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Fouji travels,A/C Seater / Sleeper (2+1),2024-07-17 23:50:00,04h 25m,2024-07-17 04:15:00,3.5,1299.00,41
8857,8858,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),2024-07-17 14:05:00,04h 16m,2024-07-17 18:21:00,3.4,599.00,34
8858,8859,UPSRTC,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:00:00,05h 00m,2024-07-17 03:00:00,2.9,699.00,35
